display_status,product_id,parent_product_id,product_name,sku,variant_options,price,currency,quantity_available,stock_availability_status,restock_threshold,product_type,product_url_slug,product_short_description,product_description,product_images,meta_title,meta_description,primary_keyword,image_alt_text,product_rating,review_count,discount_price,cost_price,return_policy,product_dimensions,product_weight,stock_location,supplier_name,additional_details,shipping_cost,shipping_time_eta,shipping_regions
Draft,jb027-a5-paper,jb027,jewelry_boxes_27,jb-027-a5-paper,size:a5 | material:paper,35.3,AUD,0,Out of Stock,,jewelry_boxes,jewelry-boxes-27-a5-paper,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb027-a5-paper+1 | https://placehold.co/600x600?text=jb027-a5-paper+2 | https://placehold.co/600x600?text=jb027-a5-paper+3,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.4,103,,20.39,30 day return,18 x 19 x 7 in,1.78 lb,Jamarko Warehouse,Jamarko,- Material: fabric - Dimensions: 16 x 18 x 9 in - Weight: 10.72 lb - Options: size:a5 | material:paper - High-quality jewelry boxes product,10.99,5 days,Nepal
Archived,jb027-a4-leather,jb027,jewelry_boxes_27,jb-027-a4-leather,size:a4 | material:leather,32.09,AUD,15,In Stock,4,jewelry_boxes,jewelry-boxes-27-a4-leather,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb027-a4-leather+1 | https://placehold.co/600x600?text=jb027-a4-leather+2 | https://placehold.co/600x600?text=jb027-a4-leather+3 | https://placehold.co/600x600?text=jb027-a4-leather+4,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.7,14,29.6,17.45,30 day return,16 x 18 x 2 in,7.72 lb,Jamarko Warehouse,Jamarko,- Material: wood - Dimensions: 4 x 13 x 1 in - Weight: 9.62 lb - Options: size:a4 | material:leather - High-quality jewelry boxes product,10.99,5 days,Nepal
ComingSoon,jb027-a5-wood,jb027,jewelry_boxes_27,jb-027-a5-wood,size:a5 | material:wood,37.2,AUD,4,In Stock,1,jewelry_boxes,jewelry-boxes-27-a5-wood,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb027-a5-wood+1 | https://placehold.co/600x600?text=jb027-a5-wood+2,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.4,197,,29.46,30 day return,16 x 19 x 7 in,5.26 lb,Jamarko Retail Store A,Jamarko,- Material: metal - Dimensions: 20 x 19 x 4 in - Weight: 8.68 lb - Options: size:a5 | material:wood - High-quality jewelry boxes product,10.99,5 days,Nepal
Draft,nb028,,notebooks_28,nb-028,,5.73,EUR,41,In Stock,,notebooks,notebooks-28,High quality notebooks,High quality notebooks with multiple variants.,https://placehold.co/600x600?text=nb028+1 | https://placehold.co/600x600?text=nb028+2 | https://placehold.co/600x600?text=nb028+3,Notebooks Product,Buy premium notebooks online,notebooks,notebooks image,4.2,179,,3.06,30 day return,5 x 20 x 9 in,6.35 lb,Jamarko Retail Store A,Jamarko,- Material: wood - Dimensions: 10 x 11 x 9 in - Weight: 0.69 lb - High-quality notebooks product,14.51,4 days,Nepal
PreOrder,nb028-a5-black,nb028,notebooks_28,nb-028-a5-black,size:a5 | color:black,5.45,EUR,20,In Stock,,notebooks,notebooks-28-a5-black,High quality notebooks,High quality notebooks with multiple variants.,https://placehold.co/600x600?text=nb028-a5-black+1 | https://placehold.co/600x600?text=nb028-a5-black+2 | https://placehold.co/600x600?text=nb028-a5-black+3 | https://placehold.co/600x600?text=nb028-a5-black+4,Notebooks Product,Buy premium notebooks online,notebooks,notebooks image,4.4,192,,2.81,30 day return,14 x 8 x 2 in,0.79 lb,Jamarko Retail Store B,Jamarko,- Material: fabric - Dimensions: 14 x 8 x 6 in - Weight: 8.03 lb - Options: size:a5 | color:black - High-quality notebooks product,14.51,4 days,Nepal
PreOrder,nb028-a4-black,nb028,notebooks_28,nb-028-a4-black,size:a4 | color:black,5.94,EUR,18,In Stock,5,notebooks,notebooks-28-a4-black,High quality notebooks,High quality notebooks with multiple variants.,https://placehold.co/600x600?text=nb028-a4-black+1 | https://placehold.co/600x600?text=nb028-a4-black+2,Notebooks Product,Buy premium notebooks online,notebooks,notebooks image,4.4,17,5.2,3.51,30 day return,6 x 10 x 3 in,8.35 lb,Jamarko Retail Store A,Jamarko,- Material: paper - Dimensions: 7 x 20 x 4 in - Weight: 5.78 lb - Options: size:a4 | color:black - High-quality notebooks product,14.51,4 days,Nepal
PreOrder,nb028-a4-blue,nb028,notebooks_28,nb-028-a4-blue,size:a4 | color:blue,6.25,EUR,3,In Stock,1,notebooks,notebooks-28-a4-blue,High quality notebooks,High quality notebooks with multiple variants.,https://placehold.co/600x600?text=nb028-a4-blue+1 | https://placehold.co/600x600?text=nb028-a4-blue+2,Notebooks Product,Buy premium notebooks online,notebooks,notebooks image,4.6,216,5.17,3.27,30 day return,12 x 5 x 10 in,12.41 lb,Jamarko Retail Store A,Jamarko,- Material: leather - Dimensions: 5 x 6 x 8 in - Weight: 7.95 lb - Options: size:a4 | color:blue - High-quality notebooks product,14.51,4 days,Nepal
ComingSoon,nb029,,notebooks_29,nb-029,,26.16,AUD,0,Preorder,1,notebooks,notebooks-29,High quality notebooks,High quality notebooks with multiple variants.,https://placehold.co/600x600?text=nb029+1 | https://placehold.co/600x600?text=nb029+2 | https://placehold.co/600x600?text=nb029+3 | https://placehold.co/600x600?text=nb029+4,Notebooks Product,Buy premium notebooks online,notebooks,notebooks image,4.9,279,,18.59,30 day return,20 x 17 x 3 in,7.13 lb,Jamarko Warehouse,Jamarko,- Material: metal - Dimensions: 13 x 8 x 2 in - Weight: 2.47 lb - High-quality notebooks product,7.33,10 days,Nepal
ComingSoon,bx030,,boxes_30,bx-030,,11,EUR,34,In Stock,12,boxes,boxes-30,High quality boxes,High quality boxes with multiple variants.,https://placehold.co/600x600?text=bx030+1 | https://placehold.co/600x600?text=bx030+2 | https://placehold.co/600x600?text=bx030+3 | https://placehold.co/600x600?text=bx030+4,Boxes Product,Buy premium boxes online,boxes,boxes image,4.4,109,,6.1,30 day return,18 x 11 x 6 in,9.03 lb,Jamarko Retail Store B,Jamarko,- Material: metal - Dimensions: 15 x 16 x 5 in - Weight: 7.11 lb - High-quality boxes product,5.85,4 days,Nepal
ComingSoon,bx030-metal,bx030,boxes_30,bx-030-metal,material:metal,11.59,EUR,16,In Stock,5,boxes,boxes-30-metal,High quality boxes,High quality boxes with multiple variants.,https://placehold.co/600x600?text=bx030-metal+1 | https://placehold.co/600x600?text=bx030-metal+2 | https://placehold.co/600x600?text=bx030-metal+3,Boxes Product,Buy premium boxes online,boxes,boxes image,4.4,129,,6.19,30 day return,20 x 13 x 6 in,11.54 lb,Jamarko Warehouse,Jamarko,- Material: metal - Dimensions: 19 x 19 x 3 in - Weight: 7.75 lb - Options: material:metal - High-quality boxes product,5.85,4 days,Nepal
Unpublished,bx030-linen,bx030,boxes_30,bx-030-linen,material:linen,11.02,EUR,6,In Stock,1,boxes,boxes-30-linen,High quality boxes,High quality boxes with multiple variants.,https://placehold.co/600x600?text=bx030-linen+1 | https://placehold.co/600x600?text=bx030-linen+2,Boxes Product,Buy premium boxes online,boxes,boxes image,4.3,197,9.57,5.58,30 day return,19 x 9 x 9 in,2.48 lb,Jamarko Retail Store A,Jamarko,- Material: linen - Dimensions: 9 x 6 x 2 in - Weight: 8.36 lb - Options: material:linen - High-quality boxes product,5.85,4 days,Nepal
Draft,bx030-fabric,bx030,boxes_30,bx-030-fabric,material:fabric,11.05,EUR,12,In Stock,4,boxes,boxes-30-fabric,High quality boxes,High quality boxes with multiple variants.,https://placehold.co/600x600?text=bx030-fabric+1 | https://placehold.co/600x600?text=bx030-fabric+2 | https://placehold.co/600x600?text=bx030-fabric+3,Boxes Product,Buy premium boxes online,boxes,boxes image,4.6,38,,6.02,30 day return,3 x 13 x 5 in,3.68 lb,Jamarko Retail Store A,Jamarko,- Material: metal - Dimensions: 13 x 16 x 9 in - Weight: 5.63 lb - Options: material:fabric - High-quality boxes product,5.85,4 days,Nepal
Published,jb031,,jewelry_boxes_31,jb-031,,16.66,EUR,37,In Stock,10,jewelry_boxes,jewelry-boxes-31,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb031+1 | https://placehold.co/600x600?text=jb031+2 | https://placehold.co/600x600?text=jb031+3,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.3,258,,12.09,30 day return,14 x 6 x 10 in,11.56 lb,Jamarko Warehouse,Jamarko,- Material: linen - Dimensions: 14 x 17 x 3 in - Weight: 12.28 lb - High-quality jewelry boxes product,9.94,10 days,Nepal
PreOrder,jb031-large-paper,jb031,jewelry_boxes_31,jb-031-large-paper,size:large | material:paper,17.74,EUR,11,In Stock,4,jewelry_boxes,jewelry-boxes-31-large-paper,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb031-large-paper+1 | https://placehold.co/600x600?text=jb031-large-paper+2 | https://placehold.co/600x600?text=jb031-large-paper+3 | https://placehold.co/600x600?text=jb031-large-paper+4,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.8,287,,9.84,30 day return,11 x 10 x 8 in,3.05 lb,Jamarko Retail Store A,Jamarko,- Material: linen - Dimensions: 8 x 13 x 9 in - Weight: 9.28 lb - Options: size:large | material:paper - High-quality jewelry boxes product,9.94,10 days,Nepal
Archived,jb031-a5-paper,jb031,jewelry_boxes_31,jb-031-a5-paper,size:a5 | material:paper,15.32,EUR,18,In Stock,6,jewelry_boxes,jewelry-boxes-31-a5-paper,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb031-a5-paper+1 | https://placehold.co/600x600?text=jb031-a5-paper+2,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.5,114,12.84,9.37,30 day return,8 x 18 x 1 in,14.05 lb,Jamarko Warehouse,Jamarko,- Material: leather - Dimensions: 5 x 7 x 6 in - Weight: 2.82 lb - Options: size:a5 | material:paper - High-quality jewelry boxes product,9.94,10 days,Nepal
Draft,jb031-a4-metal,jb031,jewelry_boxes_31,jb-031-a4-metal,size:a4 | material:metal,19.9,EUR,8,In Stock,,jewelry_boxes,jewelry-boxes-31-a4-metal,High quality jewelry boxes,High quality jewelry boxes with multiple variants.,https://placehold.co/600x600?text=jb031-a4-metal+1 | https://placehold.co/600x600?text=jb031-a4-metal+2 | https://placehold.co/600x600?text=jb031-a4-metal+3 | https://placehold.co/600x600?text=jb031-a4-metal+4,Jewelry_Boxes Product,Buy premium jewelry_boxes online,jewelry_boxes,jewelry_boxes image,4.5,221,,12.58,30 day return,11 x 3 x 5 in,13.99 lb,Jamarko Retail Store A,Jamarko,- Material: fabric - Dimensions: 4 x 15 x 7 in - Weight: 12.12 lb - Options: size:a4 | material:metal - High-quality jewelry boxes product,9.94,10 days,Nepal
